site_id,gravity
B3QL,980053.563
B3QQ,980045.328
AGQH,980020.553
AGG9,980014.747
AGGD,980012.051
AGFQ,980014.164
AGFV,980005.97
AGF2,980006.689
AGFA,979997.341
AGE8,979987.195
AGEE,980011.325
AGEK,979982.343
B4BU,980007.573
B4BV,980010.203
AGDX,980007.395
AGDJ,980007.445
AG5N,980035.255
AG5K,980006.617
AG5H,980020.768
AG5E,980022.13
AG5C,980019.314
AH3U,980043.946
B4K3,980048.368
AH3C,980057.517
AGRP,980007.441
B4FQ,980013.196
B84N,979999.356
B4G4,979998.97
AGLJ,979996.317
B4DU,979997.767
AGKM,979997.928
AGKR,979960.697
AGKY,979935.411
AGMK,979975.375
AGMP,979970.005
AGMT,979999.83
AB5P,980003.64
AB6E,980002.883
AB6L,980007.546
B30G,980014.869
AB70,980023.475
AGN0,980013.19
AGN8,980013.488
B466,980013.498
B46F,980013.665
B46K,980029.205
AFP2,980035.976
AFP8,980032.306
AFPG,980023.453
AFPN,980022.248
AFPU,980000.914
AFPY,979994.992
AFQ8,979999.216
AGW2,980007.905
AGUV,980015.543
AGVE,980020.579
B4H2,979984.356
AGVV,980002.832
AGW0,979987.271
AGAB,979991.752
AGA7,979975.514
AGBC,979979.919
AGAV,979977.792
AGBF,979980.674
2405,979984.76
B4BK,979971.497
AGBV,979950.776
AGB2,979933.147
AGB7,979931.182
AGBA,979934.06
AG0R,979936.86
AG0P,979924.647
ACQQ,979927.034
ACQT,979927.294
B3DP,979928.032
B3DU,979926.302
AH2K,979930.433
AH22,979921.448
AB5W,979998.989
B30C,979998.37
AB4J,979995.786
ABT1,979983.547
ABUQ,979980.002
ABUH,979986.377
ABF8,979990.245
B31H,979974.206
B31D,979961.995
ABDQ,979966.715
ABDJ,979984.207
ABDB,979990.856
ABD7,979984.662
B31J,979973.573
AF85,979972.013
AF7U,979973.11
AF7X,979962.359
AF81,979949.711
AF84,979959.638
B44V,979957.424
B450,979978.255
AG7R,979980.343
B44D,979974.387
B449,979965.02
B443,979955.121
B43Y,979962.081
AFHX,979964.12
AEG0,979964.806
AG7B,979977.011
AG7G,979978.688
AG88,979970.892
AG8B,979982.316
AG8V,979995.75
A2L4,979994.541
B0VX,979999.146
AGC6,980007.428
AGCU,980012.522
AGCW,980003.761
AGD1,979991.866
AGD8,979985.24
AGEQ,979996.952
ADLR,979941.893
ADMM,979951.503
ADMU,979948.922
ADNV,979944.545
B3TW,979952.796
AEE2,979949.982
AEEU,979948.886
AEEY,979947.685
AEFP,979942.321
AEFT,979950.503
AFGP,979960.176
HG 1,980007.146
HG 3,980010.733
HG 8,980013.692
HG 15,980012.327
HG 19,980009.798
H 634,980000.653
H 645,980011.514
A9BM,980007.918
H 650,980006.433
H 651,979996.184
H 652,979988.568
H660/4,980009.491
H 665,980012.477
H 667,980012.585
T 115,980012.773
AGUP,979963.872
AGUC,979959.324
AGUG,979960.519
AGU6,979948.283
AGTV,979977.247
AGU0,980001.735
AGU2,980014.899
AGUR,980006.057
AGUY,980019.925
AGUT,980010.14
AFQC,980006.211
AFQ9,980002.206
AFQ5,979995.188
AFPX,979995.154
AFPW,979997.172
BAQ9,980013.353
BAQW,980003.028
BAR1,980001.508
BAR2,980007.056
BAR3,980011.669
BAR4,980015.295
BAR5,980018.799
BAR7,980029.245
AFQ0,979993.655
AD9Q,980001.887
BAC2,980017.998
AD9X,980027.203
ADA3,980029.781
ABWB,980031.379
ABWF,980021.575
ABWJ,980021.372
ABWN,979999.982
ABX3,979992.901
ABVQ,980003.411
ABVT,980010.56
ABW0,980011.446
ADA5,980006.33
ABW8,979994.496
ADA9,979995.071
ADAG,979999.06
AFPQ,980015.64
B33Q,979991.476
B340,979987.65
B349,979987.991
ABN5,979951.426
ABND,979974.397
ABMG,979963.627
ABMR,979963.024
ABN0,979959.344
AB47,979954.109
ABXF,979947.971
B36U,979940.215
AC2T,979936.152
AC0Y,979950.583
AC16,979945.332
AC1C,979923.68
AC1K,979932.031
B38C,979917.045
AC20,979915.326
AC2A,979909.759
AC2F,979912.443
ACA2,979924.562
BAW0,979910.778
ACAN,979893.143
ACAT,979886.243
ACB0,979874.374
ACB7,979920.14
ACBE,979920.841
ACBK,979918.888
ACCM,979927.783
ACCU,979931.707
B3B8,979926.534
B3BG,979932.184
ACJ7,979927.863
ACJH,979978.147
ACJR,979968.632
B3BM,979984.297
ACM3,979988.849
ACMA,979994.672
ACMJ,979997.636
ACMP,980007.339
ACN8,980012.7
ACN1,980007.132
ACU8,980022.302
ACU1,980010.469
ACUL,980033.521
ACUF,980047.481
ACWA,980046.3
ACW4,980047.254
B9WL,980039.755
ACVL,980024.755
B3XV,980010.541
B3XY,980001.316
B88C,979922.737
AEVW,979954.997
AEW1,979943.571
AD7T,979954.651
AD6X,979961.674
AD63,979921.931
AD68,979940.487
AD78,979973.928
AD7F,979952.638
AD7L,980011.19
AD6G,980007.091
AD6J,980006.594
AD6P,980015.23
AD3E,980006.846
AD3J,980033.006
AD3M,980051.54
AD3R,980070.542
AD3U,980085.13
AD3Y,980093.988
AD43,980099.245
B3GY,980074.715
AD2X,980027.618
AD32,979999.522
AD0B,980006.017
AD0K,980066.526
B3GM,980065.239
AD05,980056.83
ACV2,980041.392
ACV9,980022.382
B7WV,980011.524
B7X1,979999.95
B7X8,979985.615
B7XE,979976.566
B7XN,979971.599
B7XU,979964.42
B7Y1,979955.9
B7Y7,979924.198
B7YG,979923.814
B7YM,979898.962
B7YV,979866.923
B80B,979868.636
B80G,979862.139
B80R,979879.058
B811,979921.209
B819,979942.064
B81J,979960.366
B81T,979964.39
B820,979970.921
B828,979980.397
B82K,979994.23
B807,979997.357
B3Y7,979930.544
B80Y,979912.409
B88Q,980081.572
EJCR,979993.776
Alton,980066.399
Aranga,979790.466
Ardkeen,979974.706
Ashurst,980084.076
Atiamuri,979966.075
Ava,980269.208
Awakaponga,980012.084
Awakeri,980028.836
Awakino,980088.822
Awarua,979815.395
Bay View,980018.639
Bombay,979933.781
Bridge Pa,980074.391
Carterton,980255.707
Crownthorpe,979954.663
Dairy Flat,979920.073
Dannevirke,980091.902
Eketahuna,980162.331
Eltham,980043.322
Erewhon,979922.148
Erua,979942.063
Featherston,980265.651
Feilding,980046.171
Fordell,979983.726
Frasertown,980001.287
Gisborne,980007.458
Glenross,979951.506
Glorit,979901.606
Halcombe,980010.998
Halls Bridge,979961.155
Hatepe,979978.286
Heao,980060.323
Helena Bay,979823.368
Henderson,979926.232
Hicks Bay,979922.845
Hihitahi,979908.067
Hobsonville,979927.597
Huiroa,980063.931
Hunterville,979972.428
Huntly,980006.692
Inglewood,980051.609
Kaeo,979794.454
Kai Iwi,980020.28
Kaingaroa,979932.868
Kaitaia,979798.047
Kaitoke,980219.913
Kaiwaka,979869.905
Karioi,979943.556
Katikati,979985.682
Kaukapakapa,979909.955
Kauri,979810.392
Kawakawa,979822.872
Kawera,980028.881
Kerepehi,979971.048
Kerikeri,979793.439
Kirikopuni,979848.013
Kokako,979904.528
Kopaki,980023.585
Kouto,979798.65
Lake House,979850.971
Lake Ohia,979787.953
Levin,980125.435
Longburn,980084.949
Makerua,980124.595
Mamaranui,979821.405
Manaia,980077.874
Mangamuka,979800.87
Manganuku,979931.287
Mangatawhiri,979964.09
Mangatepopo,979939.607
Mangaweka,979973.936
Mangonui,979784.803
Maraehako,979946.536
Maraenui,979973.999
Maraetaha,980064.58
Maramarua,979973.846
Maromaku,979817.691
Marton,979997.477
Masterton,980215.539
Matahiwi,980001.323
Matamata,979992.235
Matawai,979866.603
Matiere,980054.455
Maungatapere,979822.65
Maungaturoto,979865.319
Mauriceville,980189.931
Mercer,979976.274
Mihi,979963.125
Mohaka,980004.971
Mohaka River,979928.117
Mokau,980084.816
Morere,980099.526
Morrinsville,980010.352
Muriwai,980057.586
Murupara,979986.158
National Park,979936.822
Naumai,979859.294
New Plymouth,980072.313
Ngarua,979988.809
Ngaruwahia,979999.236
Ngaruroro,979930.142
Ngawha,979757.584
Normanby,980060.14
Oakura,980086.703
Oeo,980088.01
Ohakune,979955.263
Ohau,980157.239
Ohinepaka,980008.205
Ohinepanea,980036.775
Ohinewai,979994.817
Ohirangi,979906.942
Ohura,980059.366
Oio,980000.59
Okahukura,980053.881
Okoroire,979997.167
Omokoroa,979997.5
Ongarue,980042.328
Opepe,979922.661
Opotiki,979993.808
Opourua,980008.219
Opunake,980093.909
Orewa,979909.928
Otomoa,980011.558
Otaramarae,979965.407
Otoko,979926.369
Otorohanga,980050.874
Oweka,979907.707
Paengaroa,979989.228
Paeroa,979978.435
Pahiatua,980131.472
Pakaraka,979809.559
Pakotai,979814.225
Papakauri,980066.535
Papakura,979949.868
Papatoetoe,979947.583
Parakino,980033.331
Paraparaumu,980200.335
Pilbrow,979872.327
Piopio,980044.495
Piriaka,980054.981
Piripaua,979951.594
Pokaka,979927.104
Pokeno,979964.218
Porirua,980245.425
Portland,979847.851
Poukawa,980097.506
Puniho,980086.708
Putaruru,979998.884
Putorino,979965.552
Raetihi,979973.83
Rahotu,980089.729
Rangahua,979809.597
Rangipo,979969.371
Rangitaiki,979906.337
Rangitikei,979941.363
Reporoa,979960.919
Rissington,979953.047
Riverhead,979924.747
Rotorua,979952.921
Ruakura,980006.447
Ruatahuna,979924.919
Ruatoria,979930.01
Ruawai,979861.817
Rukuhia,980011.807
Stratford,980034.817
Tahora,980057.712
Taihape,979959.915
Takapau,980071.948
Tarawera,979923.397
Taruarau,979919.533
Tarukenga,979928.172
Taumarunui,980063.665
Taupiri,980005.094
Tauranga,980013.338
Tautoro,979792.191
Te Aroha,979984.526
Te Awamutu,980022.425
Te Horo,980174.219
Te Kaha,979960.68
Te Karaka,979971.825
Te Kauwhata,979991.163
Te Kuiti,980062.567
Te Puia,979934.188
Te Puke,980011.854
Te Rapa,979987.097
Te Wera,980068.6
Te Whaiti,979962.36
Te Wharau,979839.357
Tikitere,979958.892
Tikitiki,979917.792
Titoki,979832.535
Toko,980057.21
Tokomaru,979986.43
Tokoroa,979964.284
Tolaga,980008.478
Tongaporutu,980098.341
Torere,979989.183
Trentham,980254.33
Turakina,980010.181
Turangi,979974.313
Tutaematai,979820.368
Tutira,979948.327
Urenui,980079.238
Uruti,980096.476
Victoria Valley,979790.277
Waiaua,979998.648
Waihau,979942.334
Waihi,979964.667
Waima,979795.364
Waimamaku,979794.226
Waimiha,980021.229
Wainui,980010.337
Waioeka,979982.67
Waiotapu,979950.34
Waiotukupuna,979950.34
Waiouru,979903.035
Waipawa,980113.31
Waipoua,979796.515
Waipu,979859.532
Waipunga,979893.686
Wairakei,979957.303
Waitahanui,979969.404
Waitakaruru,979950.246
Waitara,980081.86
Waitotara,980066.622
Wanganui,980014.624
Warkworth,979887.061
Waverley,980075.197
Wellsford,979877.844
Whakaki,980062.671
Whakapara,979813.462
Wangamomona,980063.608
Whangara,980037.768
Woodville,980117.183
Aaron,980237.976
Addison,980318.203
Alexandra,980569.423
Allanton,980729.493
Amberley,980431.346
Andrews,980572.945
Arahura,980394.455
Arthurs,980227.694
Arundel,980455.385
Ashburton,980492.396
Athol,980581.528
Aylesbury,980460.36
Balclutha,980783.771
Balfour,980661.501
Bealy,980261.449
Beaumont,980688.218
Belgrove,980262.72
Blenheim,980247.11
Bluff,980853.39
Brightwater,980266.15
Cardrona,980410.143
Carluke,980258.47
Cave,980503.671
Christchurch,980494.16
Clarence,980331.37
Clarkes,980596.07
Clearburn,980381.119
Colac,980817.262
Coleridge,980359.342
Collingwood,980275.721
Cromwell,980516.36
Culverden,980342.615
Deadman,980310.223
Denniston,980213.214
Dipton,980673.87
Doubtful,980237.912
Dunedin,980727.27
Dunsandel,980485.037
Duntroon,980577.377
Edendale,980732.54
Etal,980660.413
Fairlie,980432.362
Forks,980419.29
Fox,980409.42
Franz,980400.03
Glenhope,980201.032
Goose,980363.762
Gore,980704.204
Granity,980309.618
Harihari,980401.57
Harleys,980266.089
Havelock,980260.531
Hawarden,980355.11
Hawea,980423.77
Hendes,980394.04
Herbert,980650.258
Hinds,980490.298
Hira,980269.449
Hokitika,980397.691
Hopefield,980269.63
Hundalee,980372.74
Hunts,980768.17
Hyde,980572.921
Idaburn,980489.314
Inangahua,980317.747
Invercargill,980812.61
Jacobs,980461.1
Kaiapoi,980465.283
Kaik?ura,980363.352
Kakahu,980489.78
Karamea,980268.416
Karangarua,980442.23
Karoro,980388.893
Key,980589.962
Kimberley,980421.619
Kingston,980519.21
Kowhai,980341.01
Kumara,980379.998
Kurow,980529.418
Lauriston,980450.863
Lewis,980157.66
Lime Hills,980685.55
Lochiel,980720.682
Lumsden,980645.008
Lyell,980302.54
Lyndon,980268.206
Maclennan,980779.112
Maitahi,980458
Manapouri,980612.109
Mandeville,980685.734
Maruia,980268.974
Mataura,980720.319
Mawheraiti,980305.78
Mayfield,980432.672
Middlemarch,980423.9
Millers,980654.093
Milton,980758.261
Mina,980391.641
Monowai,980637.448
Mossburn,980607.761
Mt Cook,980255.913
Muick,980419.577
Murchison,980247.91
Nelson,980263.357
Ngahere,980357.953
Niagara,980794.877
Oamaru,980642.25
Ohai,980674.753
Ohikanui,980332
Okaramio,980259.435
Omakau,980525.062
Omarama,980419.904
Orawia,980718.965
Otautau,980752.271
Otira,980292.72
Owen,980227.54
Palmerston,980698.451
Paringa,980459.68
Parnassus,980383.2
Paturau,980273.1
Pearson,980274.85
Peebles,980610.11
Pukaki,980359.81
Pukekura,980382.6
Puponga,980258.694
Queenstown,980491.437
Rakaia,980479.752
Rakautara,980345.336
Ranfurly,980510.002
Rangitata,980492.883
Redwoods,980267.137
Reefton,980289.434
Riwaka,980250.682
Ross,980399.254
Rotokohu,980288.744
Roxburgh,980625.237
Ruatapu,980390.57
Seacliff,980689.723
Seddon,980239.969
Seddonville,980312.738
Sergeants,980318.158
Springburn,980401.58
Springfield,980386.97
Springs,980251.989
Spye,980407.52
Stevenson,980263.1
Stillwater,980379.874
Studholme,980592.621
Summit,980198.53
Takaka,980266.212
Tapawera,980247.175
Taramakau,980371.53
Tarras,980471.481
Te Anau,980577.148
Tekapo,980321.164
Templeton,980490.048
Temuka,980535.813
Te Taho,980404.25
Te Tumutu,980775.72
Thornbury,980790.923
Timaru,980558.465
Tirohanga,980299
Titiroa,980787.89
Tokanui,980794.211
Totara,980341.974
Tui,980213.751
Victoria Bridge,980491.878
Waihola,980741.158
Wainihinihi,980363.692
Waipahi,980730.856
Waipara,980413.366
Waitahuna,980710.066
Waitaki,980620.11
Waiwera,980749.262
Wallace,980285.811
Ward,980290.72
Wataroa,980393.51
Watson,980294.18
Wesley,980237.11
Whangamoa,980256.97
Windwhistle,980391.688
Woodlands,980750.83
AUCKLAND (P1),979933.79
DOUBTLESS BAY (P2),979786.268
HASTINGS (P3),980073.826
LOWER HUTT (P4),980278.94
OPOTIKI (P5),979993.62
ROTORUA (P6),979952.917
RUSSELL (P7),979810.083
TE ARAROA (P8),979897.572
WELLINGTON (P9),980251.015
WHANGAMOMONA (P10),980063.852
CHRISTCHURCH-A (P11),980494.398
DUNEDIN (P13),980727.532
HOKITIKA (P14),980397.32
KAIKOURA (P15),980363.43
MONOWAI (P16),980637.451
MT COOK (P17),980255.728
QUEENSTOWN (P18),980489.317
TAKAKA (P19),980261.121
Avalon 1,980267.657
Avalon Base,980267.919
Avalon 2,980267.919
Mount John Absolute,980248.931
Mt. Maunganui Wharf North - (870),980007.441
Mt. Maunganui Wharf North - (450),980009.168
Auckland Wynyard Wharf,979946.944
Auckland Princes Wharf,979947.082
Auckland Jellicoe Wharf,979947.19
New Plymouth Port security gate car park,980108.146
New Plymouth Moturoa Wharf West,980108.91
New Plymouth Blyde Wharf,980106.119
New Plymouth Breakwater Wharf,980107.17
Wellington Port Aotea Quay Bollard 1400,980266.96
Timaru Airport,980542.016
Auckland Airport gate 50,979941.087
NZAM Hanger Hastings,980073.852
Port Lyttelton Wharf 7 East,980525.465
Port Lyttelton Wharf 7 West,980525.438
AUCKLAND-A,979934.044
WELLINGTON-A,980251.009
Wairakei Absolute,979955.24
Wellington-A - Absolute,980251.009
Dunedin Absolute,980727.527
Callaghan Absolute,980279.237
Palmerston North - Massey Absolute,980107.394
Tarawera Absolute,979922.338
Christchurch A Absolute,980494.398
Ward Rural Fire and Emergency Absolute,980287.096
Kekerengu Woolshed Absolute,980299.343
Nelson Airport,980258.164
Seddon Rural Fire and Emergency Absolute,980239.711
Tuturumuri Rural Fire and Emergency Absolute,980351.624
Tinui War Memorial Hall Absolute,980285.396
Gondola Low,980505.416
Gondola Top,980422.054
Bealey Hotel,980261.45
Arthur's Pass,980229.224
Helipad,980439.841
Wellington Port Aotea Quay Bollard 1160,980266.915
